#peakID	chr	start	end	strand	PC1
chr21-39600000	chr21	39600000	39650000	+	-0.0510349264013629
chr21-39650000	chr21	39650000	39700000	+	-0.0725893197423742
chr21-39700000	chr21	39700000	39750000	+	-0.3484939222031
chr21-39750000	chr21	39750000	39800000	+	-1.07711708918361
chr21-39800000	chr21	39800000	39850000	+	-1.15406650282879
chr21-39850000	chr21	39850000	39900000	+	-1.11912118019046
chr21-39900000	chr21	39900000	39950000	+	-1.22034562728791
chr21-39950000	chr21	39950000	40000000	+	-1.16431224716136
chr21-40000000	chr21	40000000	40050000	+	-1.2511453127905
chr21-40050000	chr21	40050000	40100000	+	-1.35250911280233
chr21-40100000	chr21	40100000	40150000	+	-1.32263610526505
chr21-40150000	chr21	40150000	40200000	+	-1.2525288221724
chr21-40200000	chr21	40200000	40250000	+	-1.42876091234633
chr21-40250000	chr21	40250000	40300000	+	-1.43810390633706
chr21-40300000	chr21	40300000	40350000	+	-1.26755880806128
chr21-40350000	chr21	40350000	40400000	+	-1.31027856298184
chr21-40400000	chr21	40400000	40450000	+	-1.40771191954164
chr21-40450000	chr21	40450000	40500000	+	-1.33016873839395
chr21-40500000	chr21	40500000	40550000	+	-1.34840029556155
chr21-40550000	chr21	40550000	40600000	+	-1.41060023906328
chr21-40600000	chr21	40600000	40650000	+	-1.43355261586311
chr21-40650000	chr21	40650000	40700000	+	-1.4955651999665
chr21-40700000	chr21	40700000	40750000	+	-1.43691782004706
chr21-40750000	chr21	40750000	40800000	+	-1.38626072766537
chr21-40800000	chr21	40800000	40850000	+	-1.40642084854698
chr21-40850000	chr21	40850000	40900000	+	-1.42437724680004
chr21-40900000	chr21	40900000	40950000	+	-1.39698908961284
chr21-40950000	chr21	40950000	41000000	+	-1.33819490772175
chr21-41000000	chr21	41000000	41050000	+	-1.21667411462036
chr21-41050000	chr21	41050000	41100000	+	-0.867892861930898
chr21-41100000	chr21	41100000	41150000	+	-0.0853329026460617
chr21-41150000	chr21	41150000	41200000	+	0.77471596354019
chr21-41200000	chr21	41200000	41250000	+	0.749172053853083
chr21-41250000	chr21	41250000	41300000	+	0.441532770547265
chr21-41300000	chr21	41300000	41350000	+	0.49260066138418
chr21-41350000	chr21	41350000	41400000	+	1.01247542032315
chr21-41400000	chr21	41400000	41450000	+	1.00463478515985
chr21-41450000	chr21	41450000	41500000	+	1.03110761136799
chr21-41500000	chr21	41500000	41550000	+	1.24966420306817
chr21-41550000	chr21	41550000	41600000	+	1.36541861615159
chr21-41600000	chr21	41600000	41650000	+	1.53961753484885
chr21-41650000	chr21	41650000	41700000	+	1.72172875921433
chr21-41700000	chr21	41700000	41750000	+	1.57284338207297
chr21-41750000	chr21	41750000	41800000	+	1.56290849554978
chr21-41800000	chr21	41800000	41850000	+	1.45150701612486
chr21-41850000	chr21	41850000	41900000	+	1.24634691271545
chr21-41900000	chr21	41900000	41950000	+	1.29155516675412
chr21-41950000	chr21	41950000	42000000	+	1.39049701162021
chr21-42000000	chr21	42000000	42050000	+	1.42038226168881
chr21-42050000	chr21	42050000	42100000	+	1.46035135694805
chr21-42100000	chr21	42100000	42150000	+	1.40716322089948
chr21-42150000	chr21	42150000	42200000	+	1.4792636183223
chr21-42200000	chr21	42200000	42250000	+	1.50612403804256
chr21-42250000	chr21	42250000	42300000	+	1.38437086143549
chr21-42300000	chr21	42300000	42350000	+	1.32534032314371
chr21-42350000	chr21	42350000	42400000	+	1.28590577260485
chr21-42400000	chr21	42400000	42450000	+	1.50671643022675
chr21-42450000	chr21	42450000	42500000	+	1.61803793442484
chr21-42500000	chr21	42500000	42550000	+	1.6154089784212
chr21-42550000	chr21	42550000	42600000	+	1.53198776641199
chr21-42600000	chr21	42600000	42650000	+	1.5010279591555
chr21-42650000	chr21	42650000	42700000	+	1.57318075256146
chr21-42700000	chr21	42700000	42750000	+	1.48279017393925
chr21-42750000	chr21	42750000	42800000	+	1.46758340999329
chr21-42800000	chr21	42800000	42850000	+	1.53691606551912
chr21-42850000	chr21	42850000	42900000	+	1.65358616558871
chr21-42900000	chr21	42900000	42950000	+	1.53164637481931
chr21-42950000	chr21	42950000	43000000	+	1.58396850787433
chr21-43000000	chr21	43000000	43050000	+	1.54650844192099
chr21-43150000	chr21	43150000	43200000	+	1.63946485960016
chr21-43200000	chr21	43200000	43250000	+	1.68139519856053
chr21-43250000	chr21	43250000	43300000	+	1.77370689959795
chr21-43300000	chr21	43300000	43350000	+	1.63638522443822
chr21-43350000	chr21	43350000	43400000	+	1.49298664116304
chr21-43550000	chr21	43550000	43600000	+	1.57405769001296
chr21-43600000	chr21	43600000	43650000	+	1.35653673619913
chr21-43650000	chr21	43650000	43700000	+	1.33400650084294
chr21-43700000	chr21	43700000	43750000	+	1.45637396403116
chr21-43750000	chr21	43750000	43800000	+	1.42522597293469
chr21-43800000	chr21	43800000	43850000	+	1.32824570574713
chr21-43850000	chr21	43850000	43900000	+	1.52709586097076
chr21-43900000	chr21	43900000	43950000	+	1.51698610843117
chr21-43950000	chr21	43950000	44000000	+	1.58649902320805
chr21-44000000	chr21	44000000	44050000	+	1.71520131607816
chr21-44050000	chr21	44050000	44100000	+	1.55710374933149
chr21-44200000	chr21	44200000	44250000	+	1.0787997785884
chr21-44250000	chr21	44250000	44300000	+	1.31310138206528
chr21-44300000	chr21	44300000	44350000	+	0.928100522545007
chr21-44350000	chr21	44350000	44400000	+	0.543771472449496
chr21-44400000	chr21	44400000	44450000	+	0.269199286677384
chr21-44450000	chr21	44450000	44500000	+	0.325484366525531
chr21-44500000	chr21	44500000	44550000	+	0.228922937169167
chr21-44550000	chr21	44550000	44600000	+	-0.104614202301231
chr21-44600000	chr21	44600000	44650000	+	-0.0231227732381162
chr21-44650000	chr21	44650000	44700000	+	0.420548049556375
chr21-44700000	chr21	44700000	44750000	+	0.906928305942696
chr21-44750000	chr21	44750000	44800000	+	1.13950481559385
chr21-44800000	chr21	44800000	44850000	+	1.30478017530151
chr21-44850000	chr21	44850000	44900000	+	1.18946567591384
chr21-44900000	chr21	44900000	44950000	+	1.33790602783313
chr21-44950000	chr21	44950000	45000000	+	1.13780326264663
chr21-45000000	chr21	45000000	45050000	+	0.883142469112474
chr21-45050000	chr21	45050000	45100000	+	1.07964865877034
chr21-45100000	chr21	45100000	45150000	+	0.724797016535171
chr21-45150000	chr21	45150000	45200000	+	0.512473673534953
chr21-45200000	chr21	45200000	45250000	+	0.824756511755485
chr21-45250000	chr21	45250000	45300000	+	0.751268419830775
chr21-45300000	chr21	45300000	45350000	+	0.818055982922345
chr21-45350000	chr21	45350000	45400000	+	1.05252934332031
chr21-45400000	chr21	45400000	45450000	+	1.14809683174554
chr21-45450000	chr21	45450000	45500000	+	0.813650666409653
chr21-45500000	chr21	45500000	45550000	+	0.529329177903109
chr21-45550000	chr21	45550000	45600000	+	0.244803795846261
chr21-45600000	chr21	45600000	45650000	+	-0.731363768538642
chr21-45650000	chr21	45650000	45700000	+	-1.12573328212597
chr21-45700000	chr21	45700000	45750000	+	-1.18292390355923
chr21-45750000	chr21	45750000	45800000	+	-1.1050371822938
chr21-45800000	chr21	45800000	45850000	+	-0.803885270226037
chr21-45850000	chr21	45850000	45900000	+	-0.995865471208777
chr21-45900000	chr21	45900000	45950000	+	-0.973234378064947
chr21-45950000	chr21	45950000	46000000	+	-0.666194121452851
chr21-46000000	chr21	46000000	46050000	+	-0.816514855386996
chr21-46050000	chr21	46050000	46100000	+	-0.922032274929714
chr21-46100000	chr21	46100000	46150000	+	-0.478597750134388
chr21-46150000	chr21	46150000	46200000	+	0.567886057411478
chr21-46200000	chr21	46200000	46250000	+	1.01075112296355
chr21-46250000	chr21	46250000	46300000	+	1.10960695699967
chr21-46300000	chr21	46300000	46350000	+	0.930008619839671
chr21-46350000	chr21	46350000	46400000	+	1.08223672125099
chr21-46400000	chr21	46400000	46450000	+	1.10007611456255
chr21-46450000	chr21	46450000	46500000	+	0.915123278069526
chr21-46500000	chr21	46500000	46550000	+	1.15838924309189
chr21-46550000	chr21	46550000	46600000	+	0.893883366395369
chr21-46600000	chr21	46600000	46650000	+	0.818909323123715
chr21-46650000	chr21	46650000	46700000	+	0.953020424255702
chr22-10550000	chr22	10550000	10600000	+	0.275768249667785
chr22-10600000	chr22	10600000	10650000	+	0.285806447809505
chr22-10650000	chr22	10650000	10700000	+	-0.516478814027841
chr22-10700000	chr22	10700000	10750000	+	-0.674254872576859
chr22-10750000	chr22	10750000	10800000	+	-0.423787895958272
chr22-10800000	chr22	10800000	10850000	+	0.150909547243805
chr22-10900000	chr22	10900000	10950000	+	-1.06501255028439
chr22-10950000	chr22	10950000	11000000	+	-1.14100192009387
chr22-11000000	chr22	11000000	11050000	+	-0.672388662197813
chr22-11050000	chr22	11050000	11100000	+	-0.491983362973937
chr22-11150000	chr22	11150000	11200000	+	-0.177473715942288
chr22-11200000	chr22	11200000	11250000	+	0.0244137734559451
chr22-11250000	chr22	11250000	11300000	+	-0.938281708361702
chr22-11300000	chr22	11300000	11350000	+	-1.08064644172226
chr22-11350000	chr22	11350000	11400000	+	-0.807976969972424
chr22-11400000	chr22	11400000	11450000	+	-0.198482241462392
chr22-11450000	chr22	11450000	11500000	+	-0.372851655693832
chr22-11500000	chr22	11500000	11550000	+	-0.472143230788888
chr22-11550000	chr22	11550000	11600000	+	-0.989531394065078
chr22-11600000	chr22	11600000	11650000	+	-0.792120594922922
chr22-11650000	chr22	11650000	11700000	+	-0.390048347119436
chr22-11700000	chr22	11700000	11750000	+	0.0488410147475607
chr22-11750000	chr22	11750000	11800000	+	-0.300545034800207
chr22-11800000	chr22	11800000	11850000	+	-1.06023003449148
chr22-11850000	chr22	11850000	11900000	+	-0.765810356344334
chr22-11900000	chr22	11900000	11950000	+	-0.530918447628863
chr22-11950000	chr22	11950000	12000000	+	-0.255712261135109
chr22-12000000	chr22	12000000	12050000	+	-0.248532957115378
chr22-12050000	chr22	12050000	12100000	+	-0.490490191534816
chr22-12100000	chr22	12100000	12150000	+	-0.383149534368954
chr22-12150000	chr22	12150000	12200000	+	-0.672715153024906
chr22-12200000	chr22	12200000	12250000	+	-0.766178993885439
chr22-12250000	chr22	12250000	12300000	+	-0.248066219260695
chr22-12300000	chr22	12300000	12350000	+	-0.230679592869348
chr22-12350000	chr22	12350000	12400000	+	-0.62940083529729
chr22-12400000	chr22	12400000	12450000	+	-0.710660176960111
chr22-12450000	chr22	12450000	12500000	+	-0.598822881265948
chr22-12500000	chr22	12500000	12550000	+	-0.219043700277213
chr22-12550000	chr22	12550000	12600000	+	-0.539615917058523
chr22-12600000	chr22	12600000	12650000	+	-0.872289460271472
chr22-12650000	chr22	12650000	12700000	+	-0.449349560070873
chr22-12700000	chr22	12700000	12750000	+	-0.0838168571424075
chr22-12750000	chr22	12750000	12800000	+	0.382681782014609
chr22-12800000	chr22	12800000	12850000	+	0.0432557885561724
chr22-12850000	chr22	12850000	12900000	+	-0.223407844470949
chr22-12900000	chr22	12900000	12950000	+	-0.221832518551278
chr22-15150000	chr22	15150000	15200000	+	-0.668789223472486
chr22-15200000	chr22	15200000	15250000	+	-0.341937954111087
chr22-15300000	chr22	15300000	15350000	+	-1.65907358059085
chr22-15350000	chr22	15350000	15400000	+	-1.18648502990277
chr22-15450000	chr22	15450000	15500000	+	-0.831315465229206
chr22-15500000	chr22	15500000	15550000	+	-1.02744598202122
chr22-15550000	chr22	15550000	15600000	+	-1.31786987867467
chr22-15600000	chr22	15600000	15650000	+	-0.934384573668717
chr22-15650000	chr22	15650000	15700000	+	-0.766270054448237
chr22-15700000	chr22	15700000	15750000	+	-1.26364944995354
chr22-15750000	chr22	15750000	15800000	+	-1.19371509875304
chr22-15800000	chr22	15800000	15850000	+	-1.22952305784203
chr22-15850000	chr22	15850000	15900000	+	-1.0742329370388
chr22-15900000	chr22	15900000	15950000	+	-1.16326748056545
chr22-15950000	chr22	15950000	16000000	+	-1.41586535158721
chr22-16000000	chr22	16000000	16050000	+	-1.46280119523435
chr22-16050000	chr22	16050000	16100000	+	-1.4342292683115
chr22-16100000	chr22	16100000	16150000	+	-1.33067792347687
chr22-16150000	chr22	16150000	16200000	+	-1.31746285160953
chr22-16200000	chr22	16200000	16250000	+	-1.18440170272953
chr22-16250000	chr22	16250000	16300000	+	-1.18762206046122
chr22-16350000	chr22	16350000	16400000	+	-0.872723125667777
chr22-16400000	chr22	16400000	16450000	+	-1.41386190627592
chr22-16450000	chr22	16450000	16500000	+	-1.36381809669965
chr22-16500000	chr22	16500000	16550000	+	-1.21799962807501
chr22-16550000	chr22	16550000	16600000	+	-1.34703047904247
chr22-16600000	chr22	16600000	16650000	+	-1.47475817711554
chr22-16650000	chr22	16650000	16700000	+	-1.32260045299914
chr22-16700000	chr22	16700000	16750000	+	-1.14489192707428
chr22-16750000	chr22	16750000	16800000	+	-1.11223126652197
chr22-16800000	chr22	16800000	16850000	+	-1.15174687663782
chr22-16850000	chr22	16850000	16900000	+	-0.987511273980615
chr22-16900000	chr22	16900000	16950000	+	-0.960024492241143
chr22-16950000	chr22	16950000	17000000	+	-1.17671445274011
chr22-17000000	chr22	17000000	17050000	+	-0.866148861320649
chr22-17050000	chr22	17050000	17100000	+	-0.622475809795894
chr22-17100000	chr22	17100000	17150000	+	-0.515371348722093
chr22-17150000	chr22	17150000	17200000	+	-1.05540091365425
chr22-17200000	chr22	17200000	17250000	+	-1.16469933312038
chr22-17250000	chr22	17250000	17300000	+	-1.18740096533569
chr22-17300000	chr22	17300000	17350000	+	-1.51260437358178
chr22-17350000	chr22	17350000	17400000	+	-1.30798160056561
chr22-17400000	chr22	17400000	17450000	+	-1.38535310746392
chr22-17450000	chr22	17450000	17500000	+	-1.37374104416298
chr22-17500000	chr22	17500000	17550000	+	-0.974893122167111
chr22-17550000	chr22	17550000	17600000	+	-0.144100507414135
chr22-17600000	chr22	17600000	17650000	+	0.536373117482025
chr22-17650000	chr22	17650000	17700000	+	0.534592382746515
chr22-17700000	chr22	17700000	17750000	+	0.124033770476376
chr22-17750000	chr22	17750000	17800000	+	0.450676721657593
chr22-17800000	chr22	17800000	17850000	+	0.39801258410344
chr22-17850000	chr22	17850000	17900000	+	-0.0123193885724208
chr22-17900000	chr22	17900000	17950000	+	0.334063741820627
chr22-17950000	chr22	17950000	18000000	+	0.513644379665827
chr22-18000000	chr22	18000000	18050000	+	0.503142151818884
chr22-18050000	chr22	18050000	18100000	+	0.701263390426465
chr22-18100000	chr22	18100000	18150000	+	0.629577207420854
chr22-18150000	chr22	18150000	18200000	+	0.489932328935095
chr22-18200000	chr22	18200000	18250000	+	0.739624362514859
chr22-18750000	chr22	18750000	18800000	+	0.272998024893847
chr22-18800000	chr22	18800000	18850000	+	-0.0776038369964932
chr22-18850000	chr22	18850000	18900000	+	0.287864507908027
chr22-18900000	chr22	18900000	18950000	+	0.638307128857855
chr22-18950000	chr22	18950000	19000000	+	0.619734109970493
chr22-19000000	chr22	19000000	19050000	+	0.502505490865577
chr22-19050000	chr22	19050000	19100000	+	0.364475767340453
chr22-19100000	chr22	19100000	19150000	+	0.689000233014079
chr22-19150000	chr22	19150000	19200000	+	0.775298650329144
chr22-19200000	chr22	19200000	19250000	+	0.640636001711734
chr22-19250000	chr22	19250000	19300000	+	0.620879230449784
chr22-19300000	chr22	19300000	19350000	+	0.352844060835956
chr22-19350000	chr22	19350000	19400000	+	0.544329970123445
chr22-19400000	chr22	19400000	19450000	+	0.770123970696181
chr22-19450000	chr22	19450000	19500000	+	0.661481453816465
chr22-19500000	chr22	19500000	19550000	+	0.516975079266923
chr22-19550000	chr22	19550000	19600000	+	0.614632012072466
chr22-19600000	chr22	19600000	19650000	+	0.589297397568058
chr22-19650000	chr22	19650000	19700000	+	0.76735437125712
chr22-19700000	chr22	19700000	19750000	+	1.09129268154868
chr22-19750000	chr22	19750000	19800000	+	1.18111269914269
chr22-19800000	chr22	19800000	19850000	+	1.07846574177209
chr22-19850000	chr22	19850000	19900000	+	1.05732058980285
chr22-19900000	chr22	19900000	19950000	+	1.23366757745795
chr22-19950000	chr22	19950000	20000000	+	1.18992155957214
chr22-20000000	chr22	20000000	20050000	+	0.790472883196955
chr22-20050000	chr22	20050000	20100000	+	1.0281934214778
chr22-20100000	chr22	20100000	20150000	+	1.03252272762778
chr22-20150000	chr22	20150000	20200000	+	1.12655630868859
chr22-20200000	chr22	20200000	20250000	+	1.25858686512767
chr22-20250000	chr22	20250000	20300000	+	1.13437970379083
chr22-20300000	chr22	20300000	20350000	+	0.936810770812229
chr22-20350000	chr22	20350000	20400000	+	0.960071671953967
chr22-20400000	chr22	20400000	20450000	+	0.989670515344192
chr22-20450000	chr22	20450000	20500000	+	1.21835574491921
chr22-20500000	chr22	20500000	20550000	+	1.18364957538546
chr22-20550000	chr22	20550000	20600000	+	1.12789233105785
chr22-20600000	chr22	20600000	20650000	+	0.879490044665511
chr22-20650000	chr22	20650000	20700000	+	0.545884818411893
chr22-20700000	chr22	20700000	20750000	+	0.70720092156275
chr22-20750000	chr22	20750000	20800000	+	0.732486770838189
chr22-20800000	chr22	20800000	20850000	+	0.710796677404279
chr22-20850000	chr22	20850000	20900000	+	1.0158558667856
chr22-20900000	chr22	20900000	20950000	+	1.14089271429787
chr22-20950000	chr22	20950000	21000000	+	0.969012343597589
chr22-21000000	chr22	21000000	21050000	+	1.00626269898922
chr22-21050000	chr22	21050000	21100000	+	1.02017162048661
chr22-21100000	chr22	21100000	21150000	+	0.521728022215079
chr22-21150000	chr22	21150000	21200000	+	-1.02628246791273
chr22-21200000	chr22	21200000	21250000	+	0.0952484444859154
chr22-21250000	chr22	21250000	21300000	+	0.408568332642554
chr22-21400000	chr22	21400000	21450000	+	0.64833713906443
chr22-21450000	chr22	21450000	21500000	+	0.653721213633556
chr22-21550000	chr22	21550000	21600000	+	1.22421371091613
chr22-21600000	chr22	21600000	21650000	+	1.28393604967404
chr22-21650000	chr22	21650000	21700000	+	0.795825841430364
chr22-21700000	chr22	21700000	21750000	+	0.69701389008151
chr22-21750000	chr22	21750000	21800000	+	0.424494532815434
chr22-21800000	chr22	21800000	21850000	+	0.52334693307766
chr22-21850000	chr22	21850000	21900000	+	1.0972203030515
chr22-21900000	chr22	21900000	21950000	+	0.429563069950128
chr22-21950000	chr22	21950000	22000000	+	0.137999468817153
chr22-22000000	chr22	22000000	22050000	+	-0.434736549349929
chr22-22050000	chr22	22050000	22100000	+	-0.544955369199677
chr22-22100000	chr22	22100000	22150000	+	-0.683016248049878
chr22-22150000	chr22	22150000	22200000	+	-0.975227236287878
chr22-22200000	chr22	22200000	22250000	+	-0.814738270336901
chr22-22250000	chr22	22250000	22300000	+	-0.502255099515186
chr22-22300000	chr22	22300000	22350000	+	-0.735319471468805
chr22-22350000	chr22	22350000	22400000	+	-0.838433462271157
chr22-22400000	chr22	22400000	22450000	+	-0.975503881572792
chr22-22450000	chr22	22450000	22500000	+	-0.995916671640667
chr22-22500000	chr22	22500000	22550000	+	-0.741445591619019
chr22-22550000	chr22	22550000	22600000	+	-0.826826904756313
chr22-22600000	chr22	22600000	22650000	+	-0.829974673189273
chr22-22650000	chr22	22650000	22700000	+	-0.0278977785849071
chr22-22700000	chr22	22700000	22750000	+	-0.397010167394671
chr22-22750000	chr22	22750000	22800000	+	-0.849557490634245
chr22-22800000	chr22	22800000	22850000	+	-0.979190389501594
chr22-22850000	chr22	22850000	22900000	+	-1.02748130818777
chr22-22900000	chr22	22900000	22950000	+	-0.981684209484146
chr22-22950000	chr22	22950000	23000000	+	-1.23774119523535
chr22-23000000	chr22	23000000	23050000	+	-1.16668719925178
chr22-23050000	chr22	23050000	23100000	+	-0.79969520027645
chr22-23100000	chr22	23100000	23150000	+	-0.58631745282374
chr22-23150000	chr22	23150000	23200000	+	0.138460154823839
chr22-23200000	chr22	23200000	23250000	+	0.626880552564732
chr22-23250000	chr22	23250000	23300000	+	0.185310718499579
chr22-23300000	chr22	23300000	23350000	+	-0.436742183658217
chr22-23350000	chr22	23350000	23400000	+	-0.536154599528153
chr22-23400000	chr22	23400000	23450000	+	-0.468710956228969
chr22-23450000	chr22	23450000	23500000	+	-0.527504162495607
chr22-23500000	chr22	23500000	23550000	+	-0.417109469220898
chr22-23550000	chr22	23550000	23600000	+	-0.279536312899579
chr22-23600000	chr22	23600000	23650000	+	-0.297671286333636
chr22-23650000	chr22	23650000	23700000	+	-0.254373230840494
chr22-23700000	chr22	23700000	23750000	+	0.26781413199386
chr22-23750000	chr22	23750000	23800000	+	0.759709964239446
chr22-23800000	chr22	23800000	23850000	+	0.742146144968301
chr22-23850000	chr22	23850000	23900000	+	0.57382372230576
chr22-23900000	chr22	23900000	23950000	+	0.658100336777027
chr22-23950000	chr22	23950000	24000000	+	0.927898730385331
chr22-24000000	chr22	24000000	24050000	+	1.15007541612298
chr22-24050000	chr22	24050000	24100000	+	1.08028631082376
chr22-24100000	chr22	24100000	24150000	+	1.00878058126067
chr22-24150000	chr22	24150000	24200000	+	1.07946139423044
chr22-24200000	chr22	24200000	24250000	+	0.938531525510292
chr22-24250000	chr22	24250000	24300000	+	0.853658428345152
chr22-24300000	chr22	24300000	24350000	+	0.754243145690552
chr22-24350000	chr22	24350000	24400000	+	0.678239474811448
chr22-24400000	chr22	24400000	24450000	+	0.827828262346896
chr22-24450000	chr22	24450000	24500000	+	0.835523194148243
chr22-24500000	chr22	24500000	24550000	+	0.77438046048863
chr22-24550000	chr22	24550000	24600000	+	0.569696094294023
chr22-24600000	chr22	24600000	24650000	+	0.0541316005546374
chr22-24650000	chr22	24650000	24700000	+	-0.370258184209331
chr22-24700000	chr22	24700000	24750000	+	-0.621799201320149
chr22-24750000	chr22	24750000	24800000	+	-0.476738516890152
chr22-24800000	chr22	24800000	24850000	+	-0.0269174918811351
chr22-24850000	chr22	24850000	24900000	+	0.0442910421952932
chr22-24900000	chr22	24900000	24950000	+	0.202884526587656
chr22-24950000	chr22	24950000	25000000	+	0.452638245496219
chr22-25000000	chr22	25000000	25050000	+	0.550265942999789
chr22-25050000	chr22	25050000	25100000	+	0.454064196156364
chr22-25100000	chr22	25100000	25150000	+	0.420625306520507
chr22-25150000	chr22	25150000	25200000	+	0.353851562779656
chr22-25200000	chr22	25200000	25250000	+	-0.357918840024473
chr22-25250000	chr22	25250000	25300000	+	-0.861422067831184
chr22-25300000	chr22	25300000	25350000	+	-0.825483885812503
chr22-25350000	chr22	25350000	25400000	+	-0.587305988379307
chr22-25400000	chr22	25400000	25450000	+	-0.593798626329978
chr22-25450000	chr22	25450000	25500000	+	-0.90395151674514
chr22-25500000	chr22	25500000	25550000	+	-0.960790543973231
chr22-25550000	chr22	25550000	25600000	+	-0.940247934280471
chr22-25600000	chr22	25600000	25650000	+	-0.97526583326588
chr22-25650000	chr22	25650000	25700000	+	-1.14580255718401
chr22-25700000	chr22	25700000	25750000	+	-0.882822493115415
chr22-25750000	chr22	25750000	25800000	+	-0.630714847138108
chr22-25800000	chr22	25800000	25850000	+	-1.39331459146667
chr22-25850000	chr22	25850000	25900000	+	-1.55199113602175
chr22-25900000	chr22	25900000	25950000	+	-1.66837993753231
chr22-25950000	chr22	25950000	26000000	+	-1.60625454621124
chr22-26000000	chr22	26000000	26050000	+	-1.49302202389904
chr22-26050000	chr22	26050000	26100000	+	-1.54258241443857
chr22-26100000	chr22	26100000	26150000	+	-1.67243256256044
chr22-26150000	chr22	26150000	26200000	+	-1.56938260204991
chr22-26200000	chr22	26200000	26250000	+	-1.48473940842924
chr22-26250000	chr22	26250000	26300000	+	-1.48547163403384
chr22-26300000	chr22	26300000	26350000	+	-1.40887585695671
chr22-26350000	chr22	26350000	26400000	+	-1.22105923013492
chr22-26400000	chr22	26400000	26450000	+	-0.671050209171461
chr22-26450000	chr22	26450000	26500000	+	-0.270180678088041
chr22-26500000	chr22	26500000	26550000	+	-0.385018845155424
chr22-26550000	chr22	26550000	26600000	+	-0.587396120609438
chr22-26600000	chr22	26600000	26650000	+	-0.548656788666703
chr22-26650000	chr22	26650000	26700000	+	-0.961956365369431
chr22-26700000	chr22	26700000	26750000	+	-1.1751494689709
chr22-26750000	chr22	26750000	26800000	+	-1.13552287383398
chr22-26800000	chr22	26800000	26850000	+	-1.35007322228644
chr22-26850000	chr22	26850000	26900000	+	-1.35666586197652
chr22-26900000	chr22	26900000	26950000	+	-1.30409844082836
chr22-26950000	chr22	26950000	27000000	+	-1.44114576768379
chr22-27000000	chr22	27000000	27050000	+	-1.43050789130619
chr22-27050000	chr22	27050000	27100000	+	-1.40458763635685
chr22-27100000	chr22	27100000	27150000	+	-1.22873216980667
chr22-27150000	chr22	27150000	27200000	+	-1.23564904153734
chr22-27200000	chr22	27200000	27250000	+	-1.35079793986502
chr22-27250000	chr22	27250000	27300000	+	-1.4334306112227
chr22-27300000	chr22	27300000	27350000	+	-1.51531843497675
chr22-27350000	chr22	27350000	27400000	+	-1.5222987320306
chr22-27400000	chr22	27400000	27450000	+	-0.874995394895771
chr22-27450000	chr22	27450000	27500000	+	-0.883627246018863
chr22-27500000	chr22	27500000	27550000	+	-1.27849965790362
chr22-27550000	chr22	27550000	27600000	+	-1.46426488468195
chr22-27600000	chr22	27600000	27650000	+	-0.995004801841737
chr22-27650000	chr22	27650000	27700000	+	-0.931028040303004
chr22-27700000	chr22	27700000	27750000	+	-1.10214315810332
chr22-27750000	chr22	27750000	27800000	+	-1.12500099702325
chr22-27800000	chr22	27800000	27850000	+	-0.89128046818119
chr22-27850000	chr22	27850000	27900000	+	-0.57893882871541
chr22-27900000	chr22	27900000	27950000	+	-0.573837553775573
chr22-27950000	chr22	27950000	28000000	+	-1.011848743976
chr22-28000000	chr22	28000000	28050000	+	-1.23407424631855
chr22-28050000	chr22	28050000	28100000	+	-1.16131785313457
chr22-28100000	chr22	28100000	28150000	+	-1.19565209813644
chr22-28150000	chr22	28150000	28200000	+	-1.44563746676447
chr22-28200000	chr22	28200000	28250000	+	-1.30564733750804
chr22-28250000	chr22	28250000	28300000	+	-1.28611105786157
chr22-28300000	chr22	28300000	28350000	+	-1.43376154080987
chr22-28350000	chr22	28350000	28400000	+	-1.2882962142539
chr22-28400000	chr22	28400000	28450000	+	-1.32076059938915
chr22-28450000	chr22	28450000	28500000	+	-1.35228522708898
chr22-28500000	chr22	28500000	28550000	+	-1.21228646124377
chr22-28550000	chr22	28550000	28600000	+	-0.890690528588233
chr22-28600000	chr22	28600000	28650000	+	-0.690472616446137
chr22-28650000	chr22	28650000	28700000	+	-0.530829395778878
chr22-28700000	chr22	28700000	28750000	+	-0.461676809459461
chr22-28750000	chr22	28750000	28800000	+	-0.234564409125368
chr22-28800000	chr22	28800000	28850000	+	-0.435617005272908
chr22-28850000	chr22	28850000	28900000	+	-0.603941446954619
chr22-28900000	chr22	28900000	28950000	+	-0.360972650211571
chr22-28950000	chr22	28950000	29000000	+	-0.414161682762943
chr22-29000000	chr22	29000000	29050000	+	-0.540499679713518
chr22-29050000	chr22	29050000	29100000	+	-0.887046575848238
chr22-29100000	chr22	29100000	29150000	+	-0.950396025080484
chr22-29150000	chr22	29150000	29200000	+	-0.886367807915197
chr22-29200000	chr22	29200000	29250000	+	-0.808229888094461
chr22-29250000	chr22	29250000	29300000	+	-0.114771884141682
chr22-29300000	chr22	29300000	29350000	+	0.670025706035117
chr22-29350000	chr22	29350000	29400000	+	0.985022533436577
chr22-29400000	chr22	29400000	29450000	+	0.861421456595284
chr22-29450000	chr22	29450000	29500000	+	0.700977401162372
chr22-29500000	chr22	29500000	29550000	+	0.769452987906511
chr22-29550000	chr22	29550000	29600000	+	0.907737579152061
chr22-29600000	chr22	29600000	29650000	+	0.900017111088366
chr22-29650000	chr22	29650000	29700000	+	0.890337848516467
chr22-29700000	chr22	29700000	29750000	+	1.10944124190026
